seq_id	pfam_id	pfam_desc	supfam_id	supfam_desc
O62077	PF10324	7TM_GPCR_Srw		
O62160				
O62161				
O62164	PF19040	SGNH		
O62265	PF03088	Str_synth	SSF63829	Calcium-dependent phosphotriesterase
O62271	PF01674	Lipase_2	SSF53474	alpha/beta-Hydrolases
O62289	PF01060	TTR-52		
O62342				
O62345				
O62359				
O62369				
O62407				
O62418				
O62427	PF00097	zf-C3HC4	SSF57850	RING/U-box
O62436	PF02995	DUF229	SSF53649	Alkaline phosphatase-like
O62505				
O76398			SSF57667	beta-beta-alpha zinc fingers
O76400			SSF56436	C-type lectin-like
O76409	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
O76438				
O76444	PF03314	DUF273		
O76446	PF03314	DUF273		
O76556	PF01674	Lipase_2	SSF53474	alpha/beta-Hydrolases
O76576	PF03227	GILT		
O76648				
O76686				
P34274	PF04176	TIP41		
P34306				
P34320				
P34321				
P34327				
P34338	PF17339	PH_15		
P34363	PF17343	DUF5373		
P34396				
P34401	PF00383	dCMP_cyt_deam_1	SSF53927	Cytidine deaminase-like
P34431				
P34467				
P34495				
P34515				
P34564				
P34565				
P34601			SSF53098	Ribonuclease H-like
P34603	PF01612	DNA_pol_A_exo1	SSF53098	Ribonuclease H-like
P34658				
P34665				
P34677				
P41952				
P90792				
P90846	PF00917	MATH	SSF49599	TRAF domain-like
P90912	PF16002	Headcase		
P90933	PF06162	PgaPase_1	SSF53182	Pyrrolidone carboxyl peptidase (pyroglutamate aminopeptidase)
P90934				
P90949	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
P91066				
P91090				
P91204	PF03385	STELLO		
P91263	PF01697	Glyco_transf_92		
P91272			SSF63829	Calcium-dependent phosphotriesterase
P91308				
P91310	PF19040	SGNH		
P91321	PF03476	MOSC_N	SSF50800	PK beta-barrel domain-like
P91364			SSF81383	F-box domain
P91440	PF06918	DUF1280		
P91492				
P91501				
P91515				
P91519				
P91530	PF05050	Methyltransf_21		
Q08I41	PF05050	Methyltransf_21	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
Q09234				
Q09235	PF05161	MOFRL	SSF82544	GckA/TtuD-like
Q09246	PF05050	Methyltransf_21		
Q09300			SSF56436	C-type lectin-like
Q09317				
Q09341				
Q09348				
Q09368				
Q09393			SSF55486	Metalloproteases ('zincins'), catalytic domain
Q09395	PF10238	Eapp_C		
Q09424				
Q09494	PF06918	DUF1280		
Q09534	PF00651	BTB	SSF54695	POZ domain
Q09538	PF00008	EGF	SSF57184	Growth factor receptor domain
Q09571	PF01738	DLH	SSF53474	alpha/beta-Hydrolases
Q09611	PF01674	Lipase_2	SSF53474	alpha/beta-Hydrolases
Q09619				
Q09620				
Q09655	PF01585	G-patch	SSF48403	Ankyrin repeat
Q09659			SSF57667	beta-beta-alpha zinc fingers
Q09EE1				
Q09EF0				
Q0MQ67				
Q10027				
Q10044	PF04991	LicD		
Q11074	PF05912	DUF870		
Q11194				
Q17437	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
Q17461	PF07782	DC_STAMP		
Q17473	PF01060	TTR-52		
Q17493	PF13017	Maelstrom		
Q17495			SSF57850	RING/U-box
Q17501				
Q17502				
Q17508			SSF48619	Phospholipase A2, PLA2
Q17580				
Q17622	PF01674	Lipase_2	SSF53474	alpha/beta-Hydrolases
Q17628				
Q17629	PF01060	TTR-52		
Q17655				
Q17661	PF03188	Cytochrom_B561		
Q17701	PF20146	NRF		
Q17705				
Q17721				
Q17722				
Q17791	PF06542	PHA-1		
Q17792	PF00046	Homeodomain	SSF46689	Homeodomain-like
Q17815	PF01697	Glyco_transf_92		
Q17925				
Q17937	PF01060	TTR-52		
Q17984				
Q17993	PF00908	dTDP_sugar_isom	SSF51182	RmlC-like cupins
Q18003				
Q18004				
Q18134				
Q18178				
Q18198	PF05577	Peptidase_S28	SSF53474	alpha/beta-Hydrolases
Q18202				
Q18244	PF00098	zf-CCHC	SSF57756	Retrovirus zinc finger-like domains
Q18255	PF06542	PHA-1		
Q18320				
Q18328			SSF57850	RING/U-box
Q18343				
Q18357			SSF49344	CBD9-like
Q18369				
Q18370				
Q18417	PF05050	Methyltransf_21		
Q18424	PF03351	DOMON	SSF57196	EGF/Laminin
Q18466			SSF57850	RING/U-box
Q18512				
Q18638				
Q18651	PF00858	ASC		
Q18771	PF00860	Xan_ur_permease		
Q18851	PF02545	Maf	SSF52972	ITPase-like
Q18866				
Q18875	PF13920	zf-C3HC4_3	SSF57850	RING/U-box
Q18878	PF01060	TTR-52		
Q18883	PF01682	DB		
Q18922				
Q18925	PF01738	DLH	SSF53474	alpha/beta-Hydrolases
Q18926	PF01738	DLH	SSF53474	alpha/beta-Hydrolases
Q18927	PF01738	DLH	SSF53474	alpha/beta-Hydrolases
Q18933				
Q18935	PF07690	MFS_1	SSF103473	MFS general substrate transporter
Q18989	PF01755	Glyco_transf_25		
Q18991	PF03987	Autophagy_act_C		
Q18998				
Q18LB5	PF01697	Glyco_transf_92		
Q18LB7	PF08277	PAN_3	SSF56436	C-type lectin-like
Q19002	PF05912	DUF870		
Q19010	PF05912	DUF870		
Q19014				
Q19075				
Q19093	PF08583	Cmc1		
Q19107	PF16013	DUF4781	SSF57850	RING/U-box
Q19129				
Q19148	PF02995	DUF229	SSF53649	Alkaline phosphatase-like
Q19175	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
Q19307			SSF81995	beta-sandwich domain of Sec23/24
Q19309	PF06542	PHA-1		
Q19310	PF01674	Lipase_2	SSF53474	alpha/beta-Hydrolases
Q19313	PF00059	Lectin_C	SSF56436	C-type lectin-like
Q19315	PF00059	Lectin_C	SSF56436	C-type lectin-like
Q19342	PF06747	CHCH		
Q19460	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
Q19462	PF01674	Lipase_2	SSF53474	alpha/beta-Hydrolases
Q19486	PF02995	DUF229	SSF53649	Alkaline phosphatase-like
Q19498	PF13347	MFS_2	SSF103473	MFS general substrate transporter
Q19511			SSF57903	FYVE/PHD zinc finger
Q19516			SSF56436	C-type lectin-like
Q19582				
Q19589	PF05577	Peptidase_S28	SSF53474	alpha/beta-Hydrolases
Q19652	PF05050	Methyltransf_21		
Q19686				
Q19694	PF01060	TTR-52		
Q19797				
Q19803			SSF160443	SMR domain-like
Q19817				
Q19843	PF14934	TMEM254	SSF51735	NAD(P)-binding Rossmann-fold domains
Q19891	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
Q19994				
Q1NZ31				
Q1XFY4			SSF47473	EF-hand
Q20021				
Q20034	PF01928	CYTH	SSF55154	CYTH-like phosphatases
Q20051	PF03091	CutA1	SSF54913	GlnB-like
Q20089	PF01060	TTR-52		
Q20093	PF05912	DUF870		
Q20094	PF05912	DUF870		
Q20095	PF05912	DUF870		
Q20112				
Q20131			SSF63570	PABC (PABP) domain
Q20138				
Q20167	PF00024	PAN_1	SSF57414	Hairpin loop containing domain-like
Q20177			SSF51695	PLC-like phosphodiesterases
Q20180	PF19420	DDAH_eukar	SSF55909	Pentein
Q20261	PF03407	Nucleotid_trans		
Q20272	PF01545	Cation_efflux	SSF161111	Cation efflux protein transmembrane domain-like
Q20297	PF03798	TRAM_LAG1_CLN8		
Q20323			SSF57850	RING/U-box
Q20373				
Q20397	PF13445	zf-RING_UBOX	SSF57850	RING/U-box
Q20408				
Q20478	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
Q20532	PF05912	DUF870		
Q20533	PF05912	DUF870		
Q20572				
Q20573				
Q20580	PF05050	Methyltransf_21		
Q20582	PF05050	Methyltransf_21		
Q20601			SSF81321	Family A G protein-coupled receptor-like
Q20611	PF04116	FA_hydroxylase		
Q20612	PF04116	FA_hydroxylase		
Q20662	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
Q20668	PF05912	DUF870		
Q20717				
Q20727				
Q20740				
Q20742				
Q20746				
Q20802				
Q20846				
Q20993				
Q21052			SSF48652	Tetraspanin
Q21090	PF05050	Methyltransf_21		
Q21114				
Q21131				
Q21167	PF02995	DUF229	SSF53649	Alkaline phosphatase-like
Q21202				
Q21229				
Q21234	PF17921	Integrase_H2C2		
Q21251	PF01612	DNA_pol_A_exo1	SSF53098	Ribonuclease H-like
Q21366				
Q21368				
Q21369				
Q21375			SSF57903	FYVE/PHD zinc finger
Q21406				
Q21464			SSF49854	Spermadhesin, CUB domain
Q21470				
Q21497				
Q21600				
Q21635	PF17175	MOLO1		
Q21671	PF02995	DUF229	SSF53649	Alkaline phosphatase-like
Q21672	PF02995	DUF229	SSF53649	Alkaline phosphatase-like
Q21777	PF00096	zf-C2H2	SSF48695	Multiheme cytochromes
Q21825			SSF57667	beta-beta-alpha zinc fingers
Q21830	PF03227	GILT		
Q21837	PF00059	Lectin_C	SSF56436	C-type lectin-like
Q21841	PF01697	Glyco_transf_92		
Q21880	PF05050	Methyltransf_21		
Q21881	PF05050	Methyltransf_21		
Q21907				
Q21954				
Q21963				
Q21984			SSF56436	C-type lectin-like
Q22032	PF01060	TTR-52		
Q22034	PF01060	TTR-52		
Q22035	PF01060	TTR-52		
Q22055	PF13639	zf-RING_2	SSF57850	RING/U-box
Q22166			SSF50044	SH3-domain
Q22192	PF01060	TTR-52		
Q22215				
Q22251	PF02628	COX15-CtaA		
Q22341	PF01060	TTR-52		
Q22346	PF03314	DUF273		
Q22394				
Q22399				
Q22441	PF13445	zf-RING_UBOX	SSF57850	RING/U-box
Q22461	PF01569	PAP2	SSF48317	Acid phosphatase/Vanadium-dependent haloperoxidase
Q22488				
Q22499	PF01060	TTR-52		
Q22500	PF01060	TTR-52		
Q22525	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
Q22542				
Q22550	PF11571	Med27		
Q22563			SSF49899	Concanavalin A-like lectins/glucanases
Q22621				
Q22630	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
Q22676	PF00096	zf-C2H2	SSF57667	beta-beta-alpha zinc fingers
Q22677			SSF57667	beta-beta-alpha zinc fingers
Q22696				
Q22704	PF00149	Metallophos	SSF56300	Metallo-dependent phosphatases
Q22771				
Q22778	PF06869	DUF1258		
Q22803				
Q22846				
Q22881				
Q22917	PF00651	BTB	SSF54695	POZ domain
Q22932			SSF56436	C-type lectin-like
Q22934			SSF56436	C-type lectin-like
Q22967	PF04710	Pellino		
Q23026	PF11571	Med27		
Q23119	PF00657	Lipase_GDSL	SSF52266	SGNH hydrolase
Q23144				
Q23145				
Q23159				
Q23172				
Q23317				
Q23394	PF05050	Methyltransf_21		
Q23458				
Q23460	PF08210	APOBEC_N		
Q23477	PF04435	SPK		
Q23480				
Q23499	PF03407	Nucleotid_trans		
Q23521			SSF57667	beta-beta-alpha zinc fingers
Q23548	PF01674	Lipase_2	SSF53474	alpha/beta-Hydrolases
Q23556				
Q23569	PF03227	GILT		
Q23592			SSF56300	Metallo-dependent phosphatases
Q23660				
Q23661				
Q23662				
Q23665	PF10146	zf-C4H2		
Q23676	PF00075	RNase_H	SSF53098	Ribonuclease H-like
Q2A956				
Q2EEM8	PF01060	TTR-52		
Q3S1N7				
Q3Y403	PF00149	Metallophos	SSF56300	Metallo-dependent phosphatases
Q45EK1	PF01060	TTR-52		
Q4PIT0			SSF56436	C-type lectin-like
Q4PIT1	PF08277	PAN_3	SSF56436	C-type lectin-like
Q4PJ11				
Q4R107				
Q4R133			SSF49899	Concanavalin A-like lectins/glucanases
Q4R161				
Q4R165	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
Q4TT98	PF01697	Glyco_transf_92		
Q4TTB2	PF06542	PHA-1		
Q4TTC5	PF00104	Hormone_recep	SSF48508	Nuclear receptor ligand-binding domain
Q4TTC6	PF00104	Hormone_recep	SSF48508	Nuclear receptor ligand-binding domain
Q4W4Z4	PF14634	zf-RING_5	SSF57850	RING/U-box
Q4W502				
Q4W517				
Q4W524				
Q564Q3				
Q564T4				
Q564X7	PF14956	DUF4505		
Q564X8	PF15891	Nuc_deoxyri_tr2		
Q565B1				
Q565B8				
Q565C3	PF13913	zf-C2HC_2		
Q565D5				
Q56VX2	PF02892	zf-BED	SSF57667	beta-beta-alpha zinc fingers
Q5FC70				
Q5WRP8				
Q65ZA8				
Q65ZI4	PF01060	TTR-52		
Q65ZI5	PF01060	TTR-52		
Q69Z20				
Q6A4J7				
Q6A574	PF05670	NFACT-R_1		
Q6AHP6				
Q6BEV5				
Q6EZG9				
Q7JLI8	PF00443	UCH	SSF54001	Cysteine proteinases
Q7JLR2				
Q7JMS6			SSF49899	Concanavalin A-like lectins/glucanases
Q7YTH0				
Q7YTH8				
Q7YTH9				
Q7YTI5	PF01682	DB		
Q7YTK4	PF13202	EF-hand_5	SSF47473	EF-hand
Q7YTN9	PF05050	Methyltransf_21		
Q7YTR4	PF01477	PLAT	SSF49723	Lipase/lipooxygenase domain (PLAT/LH2 domain)
Q7YWN9			SSF57933	TAZ domain
Q7YWU1	PF13923	zf-C3HC4_2	SSF57850	RING/U-box
Q7YWY3				
Q7YWZ5				
Q7YWZ7			SSF57667	beta-beta-alpha zinc fingers
Q7YX23				
Q7YX58				
Q7YX60	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
Q7YX61	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
Q7YX69				
Q7YX72				
Q7YZH4	PF01060	TTR-52		
Q7Z131				
Q86D17				
Q86DA8	PF00096	zf-C2H2	SSF57667	beta-beta-alpha zinc fingers
Q86GU7	PF09791	Oxidored-like		
Q86ME1				
Q86MF6	PF19040	SGNH		
Q86NH9	PF01060	TTR-52		
Q86S30	PF02892	zf-BED		
Q8I4E6				
Q8I4E8				
Q8IFX7			SSF46785	Winged helix' DNA-binding domain
Q8MP14				
Q8MPY7				
Q8MPY8			SSF46458	Globin-like
Q8MQ50			SSF48619	Phospholipase A2, PLA2
Q8MQA0				
Q8MXJ4				
Q8MXQ8	PF00657	Lipase_GDSL	SSF52266	SGNH hydrolase
Q8MYM5	PF04434	SWIM		
Q8MYN4	PF00567	TUDOR	SSF63748	Tudor/PWWP/MBT
Q8T7Y4	PF00595	PDZ	SSF50156	PDZ domain-like
Q8T7Z2	PF00096	zf-C2H2	SSF57667	beta-beta-alpha zinc fingers
Q8WQC1				
Q8WQC5			SSF57850	RING/U-box
Q8WQE7	PF03399	SAC3_GANP		
Q8WTM2			SSF81321	Family A G protein-coupled receptor-like
Q93199			SSF53448	Nucleotide-diphospho-sugar transferases
Q93232				
Q93238			SSF57903	FYVE/PHD zinc finger
Q93289	PF07707	BACK		
Q93343	PF13445	zf-RING_UBOX	SSF57850	RING/U-box
Q93345				
Q93513				
Q93518	PF00431	CUB	SSF49854	Spermadhesin, CUB domain
Q93530				
Q93534	PF19430	TBC1D23_C	SSF47923	Ypt/Rab-GAP domain of gyp1p
Q93549				
Q93554				
Q93570	PF03314	DUF273		
Q93574	PF13679	Methyltransf_32	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
Q93726				
Q93780				
Q93805	PF01060	TTR-52		
Q94011				
Q94170				
Q95PW2	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
Q95PW6	PF00412	LIM		
Q95Q03				
Q95Q04				
Q95Q08	PF17943	HOCHOB		
Q95Q15	PF01585	G-patch	SSF49879	SMAD/FHA domain
Q95QD5	PF04442	CtaG_Cox11	SSF110111	Ctag/Cox11
Q95QS6	PF10507	TMEM65		
Q95QW9	PF01060	TTR-52		
Q95QY5				
Q95R12	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
Q95R19				
Q95X12				
Q95X84				
Q95XA7				
Q95XC1	PF05050	Methyltransf_21		
Q95XN5				
Q95XP3	PF05050	Methyltransf_21		
Q95XU0			SSF57850	RING/U-box
Q95XZ1				
Q95Y92	PF01060	TTR-52		
Q95Y93	PF01060	TTR-52		
Q95YB1	PF05050	Methyltransf_21	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
Q95YB6	PF03762	VOMI	SSF51092	Vitelline membrane outer protein-I (VMO-I)
Q95YC0	PF05050	Methyltransf_21		
Q95YD9				
Q95ZT5	PF06747	CHCH		
Q95ZX7	PF05050	Methyltransf_21		
Q965K7				
Q965P0				
Q965T5				
Q965Z8	PF03385	STELLO		
Q966A3	PF00042	Globin	SSF46458	Globin-like
Q966A5	PF01485	IBR	SSF57850	RING/U-box
Q966A6	PF01485	IBR	SSF57850	RING/U-box
Q966J7				
Q966K6				
Q9BKR7				
Q9BKS6				
Q9BL06				
Q9BL27	PF06110	DUF953	SSF52833	Thioredoxin-like
Q9BL34	PF02297	COX6B	SSF47694	Cytochrome c oxidase subunit h
Q9BL40	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
Q9BL87				
Q9BPP2	PF19281	PHYHIP_C		
Q9GR67	PF03828	PAP_assoc	SSF81631	PAP/OAS1 substrate-binding domain
Q9GS12	PF03567	Sulfotransfer_2		
Q9GUC7	PF01485	IBR	SSF57850	RING/U-box
Q9GUC8			SSF57850	RING/U-box
Q9GUF1	PF00328	His_Phos_2	SSF53254	Phosphoglycerate mutase-like
Q9GYK3				
Q9GYR0	PF07967	zf-C3HC	SSF57924	Inhibitor of apoptosis (IAP) repeat
Q9GYS5				
Q9GYS6				
Q9GZC9			SSF57667	beta-beta-alpha zinc fingers
Q9GZD0	PF02390	Methyltransf_4	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
Q9GZG0				
Q9N2S5	PF03762	VOMI	SSF51092	Vitelline membrane outer protein-I (VMO-I)
Q9N315				
Q9N322	PF05912	DUF870		
Q9N365	PF13383	Methyltransf_22	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
Q9N3H1			SSF57850	RING/U-box
Q9N3H6	PF13639	zf-RING_2	SSF57850	RING/U-box
Q9N3L6				
Q9N3M8				
Q9N3N6	PF02318	FYVE_2	SSF57903	FYVE/PHD zinc finger
Q9N3V8			SSF52833	Thioredoxin-like
Q9N3X7				
Q9N412				
Q9N495			SSF160443	SMR domain-like
Q9N4D5				
Q9N4N1				
Q9N4P3			SSF82708	R3H domain
Q9N4P6				
Q9N4T7	PF00097	zf-C3HC4	SSF57850	RING/U-box
Q9N4X7	PF07801	DUF1647		
Q9N524			SSF52058	L domain-like
Q9N548	PF07801	DUF1647		
Q9N566				
Q9N582				
Q9N586			SSF49599	TRAF domain-like
Q9N591	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
Q9N5F2	PF03762	VOMI	SSF51092	Vitelline membrane outer protein-I (VMO-I)
Q9N5G9	PF03798	TRAM_LAG1_CLN8		
Q9N5H8				
Q9N5I0				
Q9N5M3	PF05608	DUF778		
Q9N5R8				
Q9N5Y7				
Q9N5Z0	PF05699	Dimer_Tnp_hAT	SSF53098	Ribonuclease H-like
Q9NA92	PF00059	Lectin_C	SSF56436	C-type lectin-like
Q9NAC4				
Q9NAE3	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
Q9NAE6	PF05485	THAP		
Q9NAJ4				
Q9NAL5	PF00078	RVT_1	SSF56219	DNase I-like
Q9NEM5				
Q9NEN9				
Q9NEX6			SSF50978	WD40 repeat-like
Q9NEY7	PF01722	BolA	SSF82657	BolA-like
Q9TXL2				
Q9TXL3				
Q9TXN2	PF01697	Glyco_transf_92		
Q9TXP8				
Q9TXQ7	PF01697	Glyco_transf_92		
Q9TXT7	PF06542	PHA-1		
Q9TXW6				
Q9TXX5	PF03314	DUF273		
Q9TXX6	PF03762	VOMI	SSF51092	Vitelline membrane outer protein-I (VMO-I)
Q9TXY2	PF01697	Glyco_transf_92		
Q9TYL3	PF00059	Lectin_C	SSF56436	C-type lectin-like
Q9TYL4			SSF56436	C-type lectin-like
Q9TYN1				
Q9TYN8	PF05050	Methyltransf_21	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases
Q9TYV1				
Q9TZ37				
Q9TZ68	PF05051	COX17	SSF47072	Cysteine alpha-hairpin motif
Q9TZ74	PF14634	zf-RING_5	SSF57850	RING/U-box
Q9TZ94				
Q9TZ95				
Q9TZB0	PF02214	BTB_2	SSF54695	POZ domain
Q9TZD6				
Q9TZI0				
Q9TZI2	PF00076	RRM_1	SSF54928	RNA-binding domain, RBD
Q9TZK6				
Q9TZK7	PF06869	DUF1258		
Q9U1Q6				
Q9U1S8				
Q9U1V4	PF19040	SGNH		
Q9U1V9	PF02889	Sec63	SSF158702	Sec63 N-terminal domain-like
Q9U201			SSF56436	C-type lectin-like
Q9U249				
Q9U284				
Q9U2B1				
Q9U2D4	PF06542	PHA-1		
Q9U2E9				
Q9U2G8	PF04435	SPK	SSF82199	SET domain
Q9U2Q0			SSF56436	C-type lectin-like
Q9U2R5	PF00042	Globin	SSF46458	Globin-like
Q9U2U9	PF02178	AT_hook	SSF57903	FYVE/PHD zinc finger
Q9U2W5	PF08277	PAN_3	SSF56436	C-type lectin-like
Q9U353	PF06918	DUF1280	SSF57903	FYVE/PHD zinc finger
Q9U388				
Q9U3D5				
Q9U3F0				
Q9U3K3			SSF49899	Concanavalin A-like lectins/glucanases
Q9UAX0	PF00782	DSPc	SSF52799	(Phosphotyrosine protein) phosphatases II
Q9UAX2	PF03762	VOMI	SSF51092	Vitelline membrane outer protein-I (VMO-I)
Q9UAY0	PF17618	SL4P	SSF54277	CAD & PB1 domains
Q9XTR4				
Q9XTR7	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
Q9XTU3	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
Q9XTU5	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
Q9XU24			SSF49899	Concanavalin A-like lectins/glucanases
Q9XU25	PF17906	HTH_48		
Q9XU37			SSF160443	SMR domain-like
Q9XU69			SSF57850	RING/U-box
Q9XU72	PF05050	Methyltransf_21		
Q9XU79				
Q9XUH9	PF00059	Lectin_C	SSF56436	C-type lectin-like
Q9XUI2	PF00059	Lectin_C	SSF56436	C-type lectin-like
Q9XUI4			SSF56436	C-type lectin-like
Q9XUJ0			SSF52799	(Phosphotyrosine protein) phosphatases II
Q9XUJ2				
Q9XUT3				
Q9XUT9				
Q9XUY1				
Q9XUZ0				
Q9XV06	PF00059	Lectin_C	SSF56436	C-type lectin-like
Q9XV33				
Q9XV37	PF03567	Sulfotransfer_2		
Q9XV57				
Q9XV69				
Q9XVA3				
Q9XVC4				
Q9XVG7				
Q9XVJ9	PF08277	PAN_3	SSF56436	C-type lectin-like
Q9XVN8	PF01207	Dus	SSF51395	FMN-linked oxidoreductases
Q9XVT9	PF00059	Lectin_C	SSF56436	C-type lectin-like
Q9XVY5				
Q9XW01			SSF48452	TPR-like
Q9XW02			SSF48452	TPR-like
Q9XW04				
Q9XW18	PF10203	Pet191_N		
Q9XW21			SSF56436	C-type lectin-like
Q9XW35				
Q9XW37	PF01161	PBP	SSF49777	PEBP-like
Q9XW86			SSF57850	RING/U-box
Q9XWA3	PF13383	Methyltransf_22		
Q9XWD9	PF06918	DUF1280		
Q9XWI3	PF17175	MOLO1		
Q9XWI4	PF03762	VOMI	SSF51092	Vitelline membrane outer protein-I (VMO-I)
Q9XWI8				
Q9XWL1	PF01060	TTR-52		
Q9XWT1				
Q9XWT2				
Q9XWU5	PF11303	DUF3105		
Q9XWX1				
Q9XX32	PF00105	zf-C4	SSF48508	Nuclear receptor ligand-binding domain
Q9XX41	PF03762	VOMI	SSF51092	Vitelline membrane outer protein-I (VMO-I)
Q9XX61				
Q9XX89				
Q9XXC4	PF00339	Arrestin_N	SSF81296	E set domains
Q9XXC9				
Q9XXF9	PF05694	SBP56	SSF75011	3-carboxy-cis,cis-mucoante lactonizing enzyme
Q9XXI8	PF00646	F-box		
Q9XXL6	PF05050	Methyltransf_21		
Q9XXS2	PF00856	SET	SSF82199	SET domain
Q9XXT8	PF05218	DUF713		
Q9Y049				
S6FN43				
U4PAV0			SSF57850	RING/U-box
U4PBH2				
U4PBM0	PF00443	UCH	SSF54001	Cysteine proteinases
U4PC34	PF03476	MOSC_N	SSF50800	PK beta-barrel domain-like
U4PQV1	PF15227	zf-C3HC4_4	SSF57850	RING/U-box
U4PR50				
V6CIV2			SSF118359	Expressed protein At2g23090/F21P24.15
V6CJI3	PF06747	CHCH		
V6CK65			SSF57850	RING/U-box
V6CLI8			SSF57850	RING/U-box
X5M5Y4				
P00127	PF02320	UCR_hinge	SSF81531	Non-heme 11 kDa protein of cytochrome bc1 complex (Ubiquinol-cytochrome c reductase)
P03879	PF00961	LAGLIDADG_1	SSF81342	Transmembrane di-heme cytochromes
P09880	PF08303	tRNA_lig_kinase	SSF52540	P-loop containing nucleoside triphosphate hydrolases
P11709	PF01302	CAP_GLY	SSF74924	Cap-Gly domain
P11710	PF00018	SH3_1	SSF50044	SH3-domain
P14164	PF04684	BAF1_ABF1		
P14180	PF08407	Chitin_synth_1N	SSF53448	Nucleotide-diphospho-sugar transferases
P14306	PF01161	PBP	SSF49777	PEBP-like
P17065	PF06428	Sec2p	SSF144284	Sec2 N-terminal region
P21691	PF11603	Sir1	SSF144005	ORC1-binding domain
P22696	PF00397	WW	SSF51045	WW domain
P25037	PF00443	UCH	SSF54001	Cysteine proteinases
P25358	PF01151	ELO		
P25580	PF08320	PIG-X		
P25641	PF01764	Lipase_3	SSF53474	alpha/beta-Hydrolases
P28496	PF03798	TRAM_LAG1_CLN8		
P31755	PF04488	Gly_transf_sug	SSF53448	Nucleotide-diphospho-sugar transferases
P32259	PF11635	Med16		
P32335	PF13824	zf-Mss51		
P32353	PF04116	FA_hydroxylase		
P32563	PF01496	V_ATPase_I		
P32799	PF02046	COX6A	SSF81411	Mitochondrial cytochrome c oxidase subunit VIa
P32828				
P32917	PF12194	Ste5_C		
P33300	PF04488	Gly_transf_sug	SSF53448	Nucleotide-diphospho-sugar transferases
P33333	PF01553	Acyltransferase	SSF69593	Glycerol-3-phosphate (1)-acyltransferase
P35208	PF09337	zf-H2C2	SSF55729	Acyl-CoA N-acyltransferases (Nat)
P36037	PF00400	WD40	SSF50978	WD40 repeat-like
P36051	PF00884	Sulfatase	SSF53649	Alkaline phosphatase-like
P36107	PF14378	PAP2_3	SSF48317	Acid phosphatase/Vanadium-dependent haloperoxidase
P38069	PF11051	Mannosyl_trans3	SSF53448	Nucleotide-diphospho-sugar transferases
P38129	PF00400	WD40	SSF50978	WD40 repeat-like
P38270	PF10186	ATG14		
P38279	PF04193	PQ-loop		
P38287	PF04488	Gly_transf_sug	SSF53448	Nucleotide-diphospho-sugar transferases
P38301	PF01169	UPF0016		
P38361	PF01384	PHO4		
P38703	PF03798	TRAM_LAG1_CLN8		
P39540	PF01151	ELO		
P40086	PF02628	COX15-CtaA		
P40319	PF01151	ELO		
P40367	PF19316	PIGO_PIGG	SSF53649	Alkaline phosphatase-like
P41948	PF00909	Ammonium_transp	SSF111352	Ammonium transporter
P42939	PF09452	Mvb12		
P43594	PF07956	DUF1690		
P47124	PF04488	Gly_transf_sug	SSF53448	Nucleotide-diphospho-sugar transferases
P48236	PF10998	DUF2838		
P48445	PF09825	BPL_N	SSF55681	Class II aaRS and biotin synthetases
P48524	PF04425	Bul1_N		
P48558	PF01027	Bax1-I		
P50108	PF05637	Glyco_transf_34		
P53045	PF04116	FA_hydroxylase		
P53109	PF08030	NAD_binding_6		
P53255	PF04676	CwfJ_C_2	SSF54197	HIT-like
P53294	PF00849	PseudoU_synth_2	SSF55120	Pseudouridine synthase
P53318	PF01494	FAD_binding_3	SSF51905	FAD/NAD(P)-binding domain
P53731	PF04045	P34-Arc	SSF69645	Arp2/3 complex subunits
P53923	PF10288	CTU2		
P53933	PF09949	APP1_cat		
Q01159	PF01331	mRNA_cap_enzyme	SSF50249	Nucleic acid-binding proteins
